,Tweet_punct,Emotions
170,kishanraotrs bjptelangana telanganacmo trspartyonline interesting to see tims was made operational just before central teams visit for covidindia god save common people like us httpstcoiyemfiibjl,1
171,after the enormous success of aap crematoriums arvindkejariwal has successfully opened the highly lucrative plasma banks congrats arvindkejriwal bestcmoftheworldin the while delhicovid has crossed all countries and states of the world covid covidindia httpstcofwiplkrt,1
172,"how have we prepared for covidindia 

can’t find plasma for a doctor who has saved so many lives

need ab covid recovered patients plasma urgently",0
173,"unlike olympics for the first time india giving a tough competition to russia and usa
all set for bronze
we examinees will be the proud participants and will diligently snatch the gold
well thats what hrdministry wishes as a prospering nation
postponejeeandneet 
covidindia",1
174,"thoughts to ponder 
httpstcojkhupfjysh
boycottchineseproduct pandemiacovid covidindia indianeconomy sabkavishwas",0
175,the role model country for india covidindia india httpstcohhkycaszn,0
176,why telangana home minister was admitted in apolo hptl when government hospitals are good enough to treat covidwhen politicians are having luxurious life common people are suffering and dying telanganacmo ktrtrs telanganahealth covid covidindia telanganacovidfailure,0
177,"improved economic performance during unlockpoint 
atmanirbharbharat newindia covidindia finminindia dippgoi railminindia minofpower httpstcogucmtddn",0
178,with this rate today no of cases in tn would be in the range of  the curve has not reached its peak yet no of cases will touch k today sadly predicting a whopping    cases by end of july  tncoronaupdates sadprediction covidindia,0
179,"covid cases top  states in india

read more httpstcomhwfrblr

covidー coronaviruspandemic coronavirusoutbreak coronavirus stayhomestaysafe
indiafightscornona covidindia stayawarestaysafe wfh lockdownextension httpstcoipzksbov",0
180,be safe be smart odopixel odopix covidindia httpstcoaygokltm,0
181,"covidindia  state of the states cfrrecovery indicators

recovery rate nearly  for india aggregate with cfr off closed cases   and running cfr just above 

look at the states 
 httpstcordaeifjuz",0
182,"why are internet sevices not being opened in jammu kashmir🧐
maut or mohabbat to bs nam se badnam hain asli drd to slow internet deta hai 
pmoindia rajnathsingh shahnawazjk sajjadqazi lhyk coronavirusupdates covidtx covidisgettingcloser covidindia",0
183,pradeephegde  remember those canoenig days before covidindia httpstcolwqehpwfyc,1
184,covidindia social distancing lockdown give narendramodi an envelope to protects him looting india by fuelpricehike chineseintrusion speakupindia speakuponpetroleumprices speakupagainstfuelhike,0
185,"here are the latest updates vohcovidtracker



voiceofhealth coronavirus coronavirusindia covid coronavirusoutbreak⚠ corona covid covid coronanews covidindia covidnews pandemic… httpstcobcpxdrbo",0
186,"‘plasma bank’ will start operation in delhi in the next two days says arvind kejriwal covidindia covidupdates delhifightscorona plasmatherapy plasma plasmabank coronavirus  arvindkejriwal 
httpstcoildshardh",0
187,"didnt you people muvs your packages yet
financialexpress india muvs minionlabsuvsaaph ciscolaunchpad ianetwork coronaupdates coronavirusindia coronil covidchennai covidkarnataka covidindia httpstcozmaicjl",0
188,"the pandemic is not over just because you are over it 💥

covid covidindia coronaupdatesinindia mondaymorning httpstcoloqidxup",0
189,"plasma bank’ will be setup at the institute of liver and biliary sciences in delhi says arvind kejriwal covidindia covidupdates delhifightscorona plasmatherapy plasma plasmabank coronavirus  arvindkejriwal 
httpstcowynenyhhl",0
190,"coronavirus in india live delhi to start plasma bank for treatment of covid patients says kejriwal

covidindia coronavirusindia covid covid 

httpstcommzjvosr",0
191,"coronavirus cases on the rise in india  pm 

read more httpstcomhwfrblr

covidー covidpandemic coronavirusoutbreak coronavirus stayhomestaysafe
indiafightscornona covidindia stayawarestaysafe
wfh lockdown lockdownextended httpstcoyohfwbe",0
192,"everyone is criticising that people stepping out from their homes unnecessary and not following any guidelines in this covid situation
and everyone stepping out unnecessary and not following any guidelines 🙂
hippocrates covidindia coronavirus",0
193,pibhyderabad telanganacmo ktrtrs what’s this hypocrisy one law for the common people and another for politicians when will indian politicians realise that they serve the people not the other way round covidindia telanganacovidfailure telangana coronaupdatesindia httpstcoldnyofqvp,0
194,"arvind kejriwal appeals to covid recovered patients to donate their plasma to help other patients covidindia covidupdates delhifightscorona plasmatherapy plasma plasmabank coronavirus  arvindkejriwal 
httpstcoyaelgpq",0
195,passing the parcel  while daily cases skyrocket communitytransmission has already happened covidindia bengaluru httpstcobzmdasq,0
196,"📍things to do if you have mild cough cold or fever 👇

▶️stayathome 
▶️wear a mask
▶️wash hands 
▶️call helpline number amp follow instructions 
▶️maintain physicaldistancing 
▶️dont share personal items

via mygovindia
covidnewsbymib indiafightscorona covidindia httpstcokqusfvkb",0
197,"delhi govt to start a ‘plasma bank’ in national capital for treatment of covid patients says cm arvindkejriwal delhifightscorona plasma plasmabank covid covidindia coronavirus 
httpstcommlommbu",0
198,"superheroes wear masks to protect the ones they love heres your chance to be one 

wanna be a superhero then wear a mask every time you step out of your house 

the mask is not for you its for the people you care about 

wearmask maskup heroesinlife covidindia httpstcoyarntqiv",0
199,"as per stalinsp pttvonlinenews total lockdown in tn is unlikely 
lockdown may imposed in areas with high number of cases  if it so it will make sense  

covidindia",0
200,"లాక్ డౌన్ మళ్లీ తప్పదా
debate on reasons behind corona cases increases telugu states  the debate  apx

watch videogthttpstcotoimchc

lockdown coronacasesincrease covid covid covidindia covidー covidcasesintelugustates",0
201,"arvind kejriwal announces compensation of rs  cr to family of dr aseem gupta a senior doctor of lnjp hospital who died of covid arvindkejriwal lnjp covidindia covid coronavirus coronavirusupdates 
httpstconxwiltkgt",0
202,"a map prepared by csirneeri mumbai showing covidー cases in india th june 

coronavirus maharashtrafightscorona medicalmaharashtra medd coronaupdatesindia unlockingindia unlock mumbaifightscovid stayhomestaysafesavelives covidindia beginagain safety httpstcondgkovb",0
203,every one is working from home i guess  covid covidindia terrorists attack wfh workfromhome httpstcohjvsexbtg,0
204,corona virus🦠might be the only one which took the right to equality very seriously 🤷🏻‍♂️ coronavirusindia covidindia,0
205,"hey pros one quick question whats the future of indian apparel startups post covid and indochina escalation
indochinafaceoff covidindia indianstartup",0
206,"pondicherryinfo what is ccc 

covid covidindia pondicherry puducherry",0
207,"respected moayush 
it seems all the medical process in our governance are made according to allopathy 
we should not compare apple  with mango
covidindia 
coronavaccine 
coronamedicine
coronil
ayurvedic  
pypayurved",1
208,"covidindia tracker
as on th june   am

▶️ confirmed cases 
▶️ active cases 
▶️ cureddischargedmigrated 
▶️ deaths  httpstconwzndfcu",0
209,"bcci confirmed from now on yoyo test will be replaced by covid test
covidindia imvkohli imro",0
210,"if a pakistan girl would like to marry boy from punjab they wil be given more attention in social media but nobody is focusing on the issues which is affecting mass amp need of the hour no one is listening to the difficulties of teachers amp faculty members

covidindia",0
211,"our expert amitcolliers joins varun gopinath of weworkindia for an exciting discussion on workplace strategy amp outlook in the newnormal post covidindia realestate
register for webinar httpstcohdoenshihw

learn about colliers services httpstcoszbjbmj httpstcowhromneew",1
212,"a central team on a visit to hyderabad to assess the ground situation and study measures to contain spread of coronavirus visited newlyestablished telangana institute of medical sciences tims on monday

covidindia covid httpstcoayzlbqee",0
213,"study trial  report and repeat icmr mohfwindia have messed up with plasmatherapy otherwise with  recovery we wld have been well placed on covidindia covidnewsbymib  why plasma banks were not created  narendramodi
pmoindia officeofut

httpstcoxuzxhgdj",0
214,"dumping biohazard covidindia waste on the roadside of raipursmartcity near himalayan heights dumaratari chhattisgarh such utter irresponsible and unprofessional behaviour in such tragic times  please take action whoever is responsible
bhupeshbaghel
tssinghdeo httpstcoayqjrfq",0
215,"covid you are taking soooo much of time of our life
please leave us alone☹️covidindia covid covid",0
216,"lingambhotla ugcindia hrdministry rashtrapatibhvn narendramodi amitshah drrpnishank sangitarchopra detheesha harshasherni harishk bhagwabalak ajaypandey jeetensingh shivshankars rajputramesh barotchetan more cases r getting recorded in coastal karnataka but nobody is bothered buses r moving with full seating capacity with standing too people r also not serious rules r only in the paper god save the people

karnatakafightscorona has become a question mark

covidindia",0
